Group1,Course1,Jb,Gr,J
Group1,Course2,Jp,V,Wt
Group1,Course3,Me,Gr,Wt
Group1,Course4,Me,Gr,Nb,Me,Pw,Nb
Group1,Course5,Tu,Gr,Nb,Jb,Gr,Pw
Group1,Course6,Tu,Gr,Pw,J,Jb,Gr,J
Group1,Course7,Tu,Ck,Gr,Wt,Me,Gr,Nb
Group2,Course1,Gr,Pw,J
Group2,Course2,Wx,Gr,Pw,J
Group2,Course3,Me,Nb,V,J
Group2,Course4,Ck,Nb,J,Me,Pw,J
Group2,Course5,Wx,Gr,Pw,S,J,Wx,Gr,Nb
Group2,Course6,Re,Gr,J,Ck,Gr,J
Group2,Course7,Ck,We,V,J,Ck,We,Pw,J
Group3,Course1,We,J,Pb
Group3,Course2,We,V,Pb
Group3,Course3,We,V,Wt,Pb
Group3,Course4,We,Pw,S,Wt,J,Pb,We,Nb,Pb
Grouo3,Course5,We,Pw,S,Pb,We,Wt,Pb
Group3,Course6,We,V,Wt,Pb,We,Nb,J,Pb
Group3,Course7,We,Nb,S,V,Pb,We,Pw,S,Wt,Pb
Group4,Course1,Pw,J,Jb
Group4,Course2,Pw,Wt,Jb
Group4,Course3,Pw,V,Wt,Jb
Group4,Course4,Pw,J,Me,Pw,J,Jb
Group4,Course5,Pw,J,Tu,Pw,J,Jb
Group4,Course6,S,V,Pb,Jb,S,V,Jb
Group4,Course7,S,Pb,V,Wt,Jb,Pw,J,Jb
Group5,Course1,Pw,Jb,Me
Group5,Course2,Pw,J,Me
Group5,Course3,V,Wt,Me
Group5,Course4,Nb,J,Pb,Me,Nb,J,Pb,Jb
Group5,Course5,V,Wt,Me,Nb,J,Jb
Group5,Course6,V,Pb,Gr,Ck,Pw,Pb,Me
Group5.Course7,Nb,J,Pb,Re,Nb,J,Pb,Me
Group6,Course1,J,Pb,Gr
Group6,Course2,Wt,Jb,Pw
Group6,Course3,J,Pb,Ck
Group6,Course4,J,Pb,Me,Gr,J,Me,Gr
Group6,Course5,Wt,J,Ck.J,Pb,Gr
Group6,Course6,J,Re,Gr,Wt,Pb,Gr
Group6,Course7,Wt,J,Re,Ck,J,Pb,Gr
Group7,Course1,Pb,Jb,We
Group7,Course2,J,Wt,V,Pw
Group7,Course3,Pb,Me,We
Group7,Course4,Pb,Ck,We
Group7,Course5,Pb,Ck.We,Pb,Me,We
Group7,Course6,Pb,Re,Gr,We,Pb,Me,We
Group7,Course7,Pb,Re,Gr,We,Pb,Ck,We
Group8,Course1,Jb,Me,Pw
Group8,Course2,Jb,Ck,Pw
Group8,Course3,Pb,Wt,V,Pw
Group8,Course4,Jb,Me,Pw,Nb,Jb,Me,Pw
Group8,Course5,Jb,Gr,Tu,Ck,Pw,Jb,Me,Pw
Group8,Course6,Jb,Gr,Tu,Ck,Pw.Jb,Re,Pw
Group8,Course7,Tu,Re,V,Jb,Ck,Pw
